date,fips,abbr,State/Territory/Federal Entity,Doses Distributed,Doses Administered,Distributed per 100K,Administered per 100K,Administered Moderna,Administered Pfizer,Administered J&J,Administered Dose 1,Administered Dose 2,Distributed Moderna,Distributed Pfizer,Distributed J&J,Additional Doses,Additional Doses Moderna,Additional Doses Pfizer,Additional Doses Janssen,Total Cases,Confirmed Cases,Probable Cases,New Cases,Cases Last 7 Days,Deaths Last 7 Days,Case Rate per 100K Last 7 Days,Death Rate per 100K Last 7 Days,Total Deaths,Confirmed Deaths,Probable Deaths,New Deaths,Death Rate per 100K,Case Rate per 100K,Tests per 100K Last 7 Days,Tests Last 7 Days,Tests per 100K Last 30 Days,Tests Last 30 Days,Tests per 100K,Total Tests
3/10/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,8,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,6,CA,California,,,,,,,,,,,,,,,,,152,,,17,,,,,2,,,0,,,,,,,,
3/10/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,17,,,5,,,,,0,,,0,,,,,,,,
3/10/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,2,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,12,FL,Florida,,,,,,,,,,,,,,,,,19,,,0,,,,,2,,,0,,,,,,,,
3/10/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,39,39,0,13,,,,,0,,,0,,,,,,,,
3/10/2020,66,GU,Guam,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,13,,,5,,,,,0,,,0,,,,,,,,
3/10/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,19,,,8,,,,,0,,,0,,,,,,,,
3/10/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,4,,,3,,,,,0,,,0,,,,,,,,
3/10/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,91,,,63,,,,,0,,,0,,,,,,,,
3/10/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,9,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,23,ME,Maine,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,2,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,4,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,30,MT,Montana,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,7,7,0,5,,,,,0,0,0,0,,,,,,,,
3/10/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,4,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,5,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,15,,,7,,,,,1,,,1,,,,,,,,
3/10/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,5,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,0,NY,New York State,,,,,,,,,,,,,,,,,137,,,12,,,,,0,,,0,,,,,,,,
3/10/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,3,,,3,,,,,0,,,0,,,,,,,,
3/10/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,2,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,15,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,12,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,8,8,0,2,,,,,0,,,0,,,,,,,,
3/10/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,5,,,5,,,,,0,,,0,,,,,,,,
3/10/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,7,,,6,,,,,0,,,0,,,,,,,,
3/10/2020,48,TX,Texas,,,,,,,,,,,,,,,,,15,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,49,UT,Utah,,,,,,,,,,,,,,,,,2,,,1,,,,,0,,,0,,,,,,,,
3/10/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,8,,,3,,,,,0,,,0,,,,,,,,
3/10/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,53,WA,Washington,,,,,,,,,,,,,,,,,267,,,105,,,,,24,,,3,,,,,,,,
3/10/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,3,,,2,,,,,0,,,0,,,,,,,,
3/10/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/10/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,9,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,6,CA,California,,,,,,,,,,,,,,,,,175,,,23,,,,,3,,,1,,,,,,,,
3/11/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,34,,,17,,,,,0,,,0,,,,,,,,
3/11/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,3,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,12,FL,Florida,,,,,,,,,,,,,,,,,26,,,7,,,,,2,,,0,,,,,,,,
3/11/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,55,55,0,16,,,,,0,,,0,,,,,,,,
3/11/2020,66,GU,Guam,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,14,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,27,,,8,,,,,0,,,0,,,,,,,,
3/11/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,9,,,4,,,,,0,,,0,,,,,,,,
3/11/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,4,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,8,,,7,,,,,0,,,0,,,,,,,,
3/11/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,95,,,4,,,,,0,,,0,,,,,,,,
3/11/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,12,,,3,,,,,0,,,0,,,,,,,,
3/11/2020,23,ME,Maine,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,5,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,30,MT,Montana,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,7,7,0,0,,,,,0,0,0,0,,,,,,,,
3/11/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,5,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,23,,,8,,,,,1,,,0,,,,,,,,
3/11/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,3,,,3,,,,,0,,,0,,,,,,,,
3/11/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,7,,,2,,,,,0,,,0,,,,,,,,
3/11/2020,0,NY,New York State,,,,,,,,,,,,,,,,,164,,,27,,,,,0,,,0,,,,,,,,
3/11/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,3,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,19,,,4,,,,,0,,,0,,,,,,,,
3/11/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,16,,,4,,,,,0,,,0,,,,,,,,
3/11/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,13,13,0,5,,,,,0,,,0,,,,,,,,
3/11/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,8,,,3,,,,,1,,,1,,,,,,,,
3/11/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,9,,,2,,,,,0,,,0,,,,,,,,
3/11/2020,48,TX,Texas,,,,,,,,,,,,,,,,,23,,,8,,,,,0,,,0,,,,,,,,
3/11/2020,49,UT,Utah,,,,,,,,,,,,,,,,,3,,,1,,,,,0,,,0,,,,,,,,
3/11/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,15,,,7,,,,,0,,,0,,,,,,,,
3/11/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,53,WA,Washington,,,,,,,,,,,,,,,,,366,,,99,,,,,29,,,5,,,,,,,,
3/11/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/11/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/11/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,6,,,5,,,,,0,,,0,,,,,,,,
3/12/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,9,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,6,CA,California,,,,,,,,,,,,,,,,,224,,,49,,,,,4,,,1,,,,,,,,
3/12/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,49,,,15,,,,,0,,,0,,,,,,,,
3/12/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,7,,,4,,,,,0,,,0,,,,,,,,
3/12/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,4,,,3,,,,,0,,,0,,,,,,,,
3/12/2020,12,FL,Florida,,,,,,,,,,,,,,,,,31,,,5,,,,,2,,,0,,,,,,,,
3/12/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,88,88,0,33,,,,,1,,,1,,,,,,,,
3/12/2020,66,GU,Guam,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,16,,,2,,,,,0,,,0,,,,,,,,
3/12/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,32,,,5,,,,,0,,,0,,,,,,,,
3/12/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,12,,,3,,,,,0,,,0,,,,,,,,
3/12/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,4,,,3,,,,,1,,,1,,,,,,,,
3/12/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,11,,,7,,,,,0,,,0,,,,,,,,
3/12/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,14,,,6,,,,,0,,,0,,,,,,,,
3/12/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,108,,,13,,,,,0,,,0,,,,,,,,
3/12/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,12,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,23,ME,Maine,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,3,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,10,,,5,,,,,0,,,0,,,,,,,,
3/12/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,30,MT,Montana,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,11,11,0,4,,,,,0,0,0,0,,,,,,,,
3/12/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,10,,,5,,,,,0,,,0,,,,,,,,
3/12/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,6,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,29,,,6,,,,,1,,,0,,,,,,,,
3/12/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/12/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,11,,,4,,,,,0,,,0,,,,,,,,
3/12/2020,0,NY,New York State,,,,,,,,,,,,,,,,,230,,,66,,,,,0,,,0,,,,,,,,
3/12/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/12/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,3,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,24,,,5,,,,,0,,,0,,,,,,,,
3/12/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,23,,,7,,,,,0,,,0,,,,,,,,
3/12/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,16,16,0,3,,,,,0,,,0,,,,,,,,
3/12/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,8,,,0,,,,,1,,,0,,,,,,,,
3/12/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,18,,,9,,,,,0,,,0,,,,,,,,
3/12/2020,48,TX,Texas,,,,,,,,,,,,,,,,,24,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,49,UT,Utah,,,,,,,,,,,,,,,,,4,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,29,,,14,,,,,0,,,0,,,,,,,,
3/12/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,2,,,1,,,,,0,,,0,,,,,,,,
3/12/2020,53,WA,Washington,,,,,,,,,,,,,,,,,457,,,91,,,,,31,,,2,,,,,,,,
3/12/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,8,,,3,,,,,0,,,0,,,,,,,,
3/12/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/12/2020,56,WY,Wyoming,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,2,AK,Alaska,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,1,AL,Alabama,,,,,,,,,,,,,,,,,1,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,5,AR,Arkansas,,,,,,,,,,,,,,,,,9,,,3,,,,,0,,,0,,,,,,,,
3/13/2020,60,AS,American Samoa,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,4,AZ,Arizona,,,,,,,,,,,,,,,,,10,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,6,CA,California,,,,,,,,,,,,,,,,,264,,,40,,,,,4,,,0,,,,,,,,
3/13/2020,8,CO,Colorado,,,,,,,,,,,,,,,,,49,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,9,CT,Connecticut,,,,,,,,,,,,,,,,,7,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,11,DC,District of Columbia,,,,,,,,,,,,,,,,,3,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,10,DE,Delaware,,,,,,,,,,,,,,,,,5,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,12,FL,Florida,,,,,,,,,,,,,,,,,31,,,0,,,,,2,,,0,,,,,,,,
3/13/2020,64,FM,Federated States of Micronesia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,13,GA,Georgia,,,,,,,,,,,,,,,,,115,115,0,27,,,,,1,,,0,,,,,,,,
3/13/2020,66,GU,Guam,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,15,HI,Hawaii,,,,,,,,,,,,,,,,,4,,,2,,,,,0,,,0,,,,,,,,
3/13/2020,19,IA,Iowa,,,,,,,,,,,,,,,,,16,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,16,ID,Idaho,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,17,IL,Illinois,,,,,,,,,,,,,,,,,32,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,18,IN,Indiana,,,,,,,,,,,,,,,,,12,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,20,KS,Kansas,,,,,,,,,,,,,,,,,6,,,2,,,,,1,,,0,,,,,,,,
3/13/2020,21,KY,Kentucky,,,,,,,,,,,,,,,,,11,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,22,LA,Louisiana,,,,,,,,,,,,,,,,,33,,,19,,,,,0,,,0,,,,,,,,
3/13/2020,25,MA,Massachusetts,,,,,,,,,,,,,,,,,109,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,24,MD,Maryland,,,,,,,,,,,,,,,,,12,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,23,ME,Maine,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,26,MI,Michigan,,,,,,,,,,,,,,,,,13,,,10,,,,,0,,,0,,,,,,,,
3/13/2020,27,MN,Minnesota,,,,,,,,,,,,,,,,,14,,,4,,,,,0,,,0,,,,,,,,
3/13/2020,29,MO,Missouri,,,,,,,,,,,,,,,,,2,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,69,MP,Northern Mariana Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,28,MS,Mississippi,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,30,MT,Montana,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,37,NC,North Carolina,,,,,,,,,,,,,,,,,15,15,0,4,,,,,0,0,0,0,,,,,,,,
3/13/2020,38,ND,North Dakota,,,,,,,,,,,,,,,,,1,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,31,NE,Nebraska,,,,,,,,,,,,,,,,,10,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,33,NH,New Hampshire,,,,,,,,,,,,,,,,,6,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,34,NJ,New Jersey,,,,,,,,,,,,,,,,,30,,,1,,,,,1,,,0,,,,,,,,
3/13/2020,35,NM,New Mexico,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,32,NV,Nevada,,,,,,,,,,,,,,,,,11,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,0,NY,New York State,,,,,,,,,,,,,,,,,267,,,37,,,,,0,,,0,,,,,,,,
3/13/2020,39,OH,Ohio,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,40,OK,Oklahoma,,,,,,,,,,,,,,,,,5,,,2,,,,,0,,,0,,,,,,,,
3/13/2020,41,OR,Oregon,,,,,,,,,,,,,,,,,24,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,42,PA,Pennsylvania,,,,,,,,,,,,,,,,,29,,,6,,,,,0,,,0,,,,,,,,
3/13/2020,72,PR,Puerto Rico,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,0,RP,Republic of Palau,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,44,RI,Rhode Island,,,,,,,,,,,,,,,,,5,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,0,MH,Marshall Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,45,SC,South Carolina,,,,,,,,,,,,,,,,,19,19,0,3,,,,,0,,,0,,,,,,,,
3/13/2020,46,SD,South Dakota,,,,,,,,,,,,,,,,,9,,,1,,,,,1,,,0,,,,,,,,
3/13/2020,47,TN,Tennessee,,,,,,,,,,,,,,,,,26,,,8,,,,,0,,,0,,,,,,,,
3/13/2020,48,TX,Texas,,,,,,,,,,,,,,,,,36,,,12,,,,,0,,,0,,,,,,,,
3/13/2020,49,UT,Utah,,,,,,,,,,,,,,,,,6,,,2,,,,,0,,,0,,,,,,,,
3/13/2020,51,VA,Virginia,,,,,,,,,,,,,,,,,29,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,78,VI,Virgin Islands,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,50,VT,Vermont,,,,,,,,,,,,,,,,,2,,,0,,,,,0,,,0,,,,,,,,
3/13/2020,53,WA,Washington,,,,,,,,,,,,,,,,,568,,,111,,,,,37,,,6,,,,,,,,
3/13/2020,55,WI,Wisconsin,,,,,,,,,,,,,,,,,9,,,1,,,,,0,,,0,,,,,,,,
3/13/2020,54,WV,West Virginia,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,0,,,,,,,,
